id,text
PMC6037861,(2017).Twenty-nine right-handed healthy volunteers were recruited in the present study (11 males and 18 females).
PMC8116875,"2METHODSThe research involved 55 men aged 19–35, with an average BMI of 24.01 ± 1.17 (min."
PMC6660290,"MethodThe current sample comprised 25 subjects from each evaluated county (Porto Alegre, Rio de Janeiro, Salvador and Florianópolis), as well as 25 people from Curitiba (control group); the total sample comprised 125 individuals (73 women and 52 men) in the age group 20 to 70 years."
PMC4395991,"Included PD patients were 9 male (M) and 11 female (F), 6 right body side affected and 14 left side affected, with mean age of 63 ± 9 y and Disease Duration (DD) at scanning of 3 ± 2 years."
PMC4929210,"MethodsParticipant recruitmentThe Sax Institute's 45 and Up Study is a large-scale population-based cohort study of men and women aged 45 years and older residing in New South Wales (NSW), Australia (Collaborators, 2008)."
PMC6375548,"Blood samples from a total of 42 male fetuses and 16 female fetuses were collected by cardiac puncture ex vivo, and plasma was stored at −80°C."
PMC4016783,"MethodsWe report the clinical case of a 45 year-old man who came to our observation with a stab wound in the right upper abdomen, without cyanosis or dyspnea."
PMC7007761,"Thus, a total of 11,425 participants (aged 40–96 years, 53% women) were included in our analyses, that is, 54% of the total number of participants in Tromsø 7 and 75% of the original FFQ sample (Fig."
PMC7478397,"Finally, 26 women, who had no euploid embryo or balanced embryo with implantation failure, were transferred with mosaic embryos between January 2014 and September 2016.The patients were informed with the PGT results and allowed to ask about the potential consequences of mosaic embryo transferring."
PMC8004549,"The study population comprised 210 AS patients (56 females, 154 males) between the ages of five and 65 years."
PMC1480516,Distributions of phthalate metabolites among the groups of 85 and 214 women are similar.
PMC9536418,"Equal proportions of male and female traders were recruited for the study; hence, 88 male and 89 female traders were selected for the study."
PMC9536418,"Given this minimum sample size of 88 male and 89 female traders and a total population of 151 males and 156 females, respectively, the interval for selection of traders by the systematic random sampling technique was 2 for both male and female traders."
PMC7970107,"2.1Participants and experimental designFourteen healthy, drug- and medication-free young adults (10 men, 4 women) aged 22–34 y (mean ± SD 25.8 ± 3.2 y) with a body mass index (BMI) of 25.7 ± 3.2 kg/m2completed the study."
PMC7970107,"They were assigned to either the simulated day shift condition (7 participants, including 4 men) or the simulated night shift condition (7 participants, including 6 men) which required a rapid 12-h shift of the behavioral cycle; seeFig."
PMC3547845,A 42 year-old seronegative man received kidney transplantation from a seropositive cadaveric donor.
PMC3547845,Discontinued line: parasitic loads in Chacao patients were estimated with Silvio X-10 (TcI) calibration curves.Figure 4Bshows parasitic loads from a 42 year-old seronegative man who received kidney transplantation from a seropositive cadaveric donor and became infected.
PMC6097090,"The treating group consisted of 17 (51,5%) women and 16 (48,5%) men, aged 27-77 years, mean 54."
PMC2837022,MethodsThe study included 628 AD patients (65% women; mean age at study 75.8 years; SD 8.1; range 61-109 years; mean age at onset 72.7 years; SD 7.9; range 60-108 years) who met NINCDS/ADRDA criteria for probable AD [12].
PMC2837022,Control subjects were 722 unrelated individuals (65% women; mean age 78.7 years; SD 9.3; range 60-104 years) randomly selected from nursing homes.
PMC8978368,"Other participants described difficulties in accessing appropriate services because it was “unknown to (her) what services” were available (female, 21, restricting, excessive exercise, loss of control over eating, binge eating)."
PMC8978368,"Geographical distance due to a lack of local services was also noted, with one of the two male participants describing a scarcity “in a small rural town away from intensive treatment” (male, 19, restricting, loss of control over eating)."
PMC6965655,"Sixty seven percent of the 400 patients were female while 33% were male, with age ranged from 20 to 73 with a mean of 41 Y.All teeth were analyzed in 3 planes: the sagittal, coronal and axial planes to determine the number of roots and root canal configuration."
PMC3421930,"There were 27 men and 37 women in the ER group and 22 men and 41 women in the non ER group.The ER program incorporates a multidisciplinary team composed of surgeons, nurses, physiotherapists, and occupational therapists, and includes the patient as an active participant."
PMC2685233,MethodsParticipantsParticipants included 17 men and women (88.7 ± 5.4 years old) residing in an RRC for an average of 2.6 ± 1.6 years.
PMC2685233,"They were randomly assigned to the experimental group (1 man, 7 women; 90 ± 4.5 years old) or the control group (3 men, 6 women; 87.5 ± 6.2 years old)."
PMC7794326,The patient cohort consisted of 51 women and 31 men.
PMC4176474,"Although we observed good discussion and positive interaction among participants, the attendance was much lower than expected (12 people attended; 8 men, 4 women)."
PMC4176 74,"For approximately $2,000 per breakfast, we reached 80 to 150 men per event."
PMC4176474,"Our most effective marketing strategies were e-mail blasts to past participants and word-of-mouth invitations.Participation of womenAlthough the breakfasts are not closed to women (usually <5 women attend), women are not encouraged to attend."
PMC7142415,"For 2015–2016, U.S. National Health Statistics Reports calculated mean body weight in the American population at 89.8 kg for men and 77.4 kg for women [33]."
PMC7142415,"The possibility of developing bladder cancer in a lifetime of 95 years is calculated using the cross-sectional counts of incident cases in males and females between 2014 and 2016 as reported through the NCI Surveillance, Epidemiology, and End Results (SEER) program [45].2.4."
PMC3905360,"In Group A, there were 25 males and 20 females, aged 26-54 years old, with the mean age of (43.41 ± 10.17) years old."
PMC3905360,"In group B, there were 23 males and 22 females, aged 32-58 years old, with the mean age of (46.35 ± 10.31) years old."
PMC3905360,"In group C, there were 26 males and 19 females, aged 23-53 years old, with the mean age of (44.73 ± 10.56) years old."
PMC8067270,"In particular, age, gender (0 = male, 1 = female) and attended year of university education were included as demographic variables."
PMC3964758,"The following variables were included as fixed effects: sex (0 = males, 1 = females), age (z-score), sex x age interaction, and the respective SNP/VNTR."
PMC9550900,"In total, 350 female anchor respondents experience the dissolution of their marriage during the observational window, while this is the case for only 203 male anchor respondents."
PMC6164820,A modest increase (within the normal-range) in glucose and GGT levels was found after four-week intervention with traditional beer (p< 0.05).Similar results were found when women and men (42% and 58% respectively of the study population) were analyzed separately.
PMC3219094,"Materials and MethodsHuman spinal cord samplesHuman thoracic (T9–T10) and lumbar (L3–L4) spinal cords were obtained from nine brain-dead organ-donor patients (17–74 years old, mean age: 52±18; 2 females and 7 males) under the approval of the French Institution for Organ Transplantation."
PMC8980307,"Following exclusion of participants with medical morbidity, we used sociodemographic, clinical, cognitive and sMRI data from 1092 individuals (585 female), aged 22–37 years (details in Supplementary material and Supplementary Fig."
PMC8980307,"Following exclusion of participants with medical morbidity and/or poor image quality, we used sociodemographic, clinical and sMRI data from 492 individuals (244 female), aged 18–87 years (details in Supplementary material and Supplementary Fig."
PMC5644278,The last three cohorts each consisted of 14 healthy elderly male subjects.
PMC3901177,A complete semen analysis wascarried out for each subject.A population of 100 fertile men who had childrenwas also selected as the control group.
PMC9321932,"Viability, dimensional and release data for cells and EVs were implemented with the other two donors (both female, 60 and 61 years old)."
PMC8760018,"Out of 93 women enrolled for this probe, 23 women were lost to follow-up."
PMC8760018,A total of 70 multigravida women reporting to the antenatal clinic in the third trimester having clinical/laboratory signs of moderate to severe anaemia were taken as study subjects.
PMC8364085,Men of the youngest age category (18–24 years) had lower BMI than all other categories; 25–34 years men had lower BMI than 45–59 years and over 60 years men.
PMC8638433,"This finding of higher predominance of boys in one Turkish study was attributed by high frequency of ERA in Turkey which is more frequent in males than in females [41].ERA subtype was identified at 9.2% and 5.6% from the EPOCA and PRAG studies, respectively [28]."
