	journal-id	aff	year	PMCID	tokenized_METHODS
11173	BMC Cancer		2007	PMC2874782	MethodsStudy materialBrain tumour samples were obtained from 35 patients (15 females and 20 males) with either MBs or supratentorial PNETs who were operated on at the University Hospitals of Tampere and Turku, Finland, from1989-2005.
11174	Front. Neuroenerg.		1999	PMC2691548	
11175	plosone	University of Exeter, United Kingdom	2008	PMC2435628	
11176	Mol Syst Biol		2001	PMC2132449	
11177	BMC Bioinformatics		1997	PMC2748086	
11178	plosone	Centre National de la Recherche Scientifique, France	2011	PMC3037391	
11179	KJIM		2006	PMC2698619	
11180	Nucleic Acids Research		2004	PMC1383620	
11181	YMJ	Department of Internal Medicine, Yonsei University College of Medicine, Seoul, Korea.	1998	PMC2815832	
11182	nar	Department of Biochemistry and Molecular Biology, University of Southern California, Norris Comprehensive Cancer Center, Los Angeles, CA 90033, USA	1997	PMC2764430	
11183	JCB	 	2005	PMC2063870	
11184	J. Cell Biol	 	1992	PMC2175186	
11185	Mol. Bio. Cell		2001	PMC2947474	
11186	plosone	Lehigh University, United States of America	1999	PMC2375057	
11187	nar		2007	PMC2582608	
11188	BMC Dev Biol		2002	PMC183841	
11189	carcin		2009	PMC2950934	The GWA study was limited to people who self-reported being white and provided blood.The MDA study was based on 531 newly diagnosed histologically verified adult glioblastoma cases (326 males and 205 females) ascertained through the MDA Cancer Center, Texas, between 1990 and 2008 (see ref.
11190	IJEB	Departments of Anthropology and Psychology,  University of Colorado at Colorado Springs,  Colorado Springs, CO 80918, USA	2002	PMC3118292	
11191	BMC Cancer		2003	PMC2217560	
11192	BMC Cell Biol		1981	PMC1847813	
11193	Nucleic Acids Research		2004	PMC1669765	
11194	BMC Genomics		2002	PMC2885367	
11195	Virol. J		2007	PMC2834657	
11196	BMC Med Inform Decis Mak		1996	PMC1925067	
11197	BMC Genomics		2008	PMC3017858	
11198	plosone	Louisiana State University, United States of America	1999	PMC2948039	
11199	plosone	Tokyo Medical and Dental University, Japan	2007	PMC3073004	
11200	BMC Bioinformatics		2003	PMC2901370	
11201	Plant Foods Hum Nutr		2007	PMC2702677	
11202	jcb	The Walter and Eliza Hall Institute of Medical Research, Melbourne, Victoria 3050, Australia	2003	PMC2064136	
11203	J Inherit Metab Dis	Zentrum Physiologie und Pathophysiologie, Abt. Vegetative Physiologie und Pathophysiologie, Universitätsmedizin Göttingen, Humboldtallee 23, 37073 Göttingen, Germany 	2006	PMC3063566	
11204	J. Exp. Med	 	2002	PMC2212870	
11205	plosgen	University of Illinois at Urbana-Champaign, United States of America	2006	PMC2653637	
11206	Biomed Eng Online		2004	PMC1523342	
11207	plospath	University of Birmingham, United Kingdom	2007	PMC2820528	
11208	plosone	Yale Medical School, United States of America	2006	PMC3012725	
11209	ePlasty		2009	PMC2875098	
11210	Diabetol Metab Syndr		2003	PMC2933609	
11211	BMC Bioinformatics		2005	PMC2640360	
11212	plosgen	University of Minnesota, United States of America	2008	PMC2760145	
11213	Nat. Cell Biol.		2001	PMC3074610	
11214	JCD		1999	PMC2813087	
11215	plosone	Duke-NUS Graduate Medical School, Singapore	2003	PMC2912283	
11216	JMIR		2003	PMC2629372	Subjects were selected proportionally to the distribution among the members in terms of gender (men = 500, women = 60) and age (in the age group 20-60).
11217	Bioinform Biol Insights	Division of Biometrics and Bioinformatics, IBE, University of Munich, 81377 Munich, Germany	1998	PMC3045047	Our findings are summarized as follows: 47% of the patients are female and 18% male (36% missing), the median age is 55 (50% missing).
11218	Environ. Health Perspect		2000	PMC1665421	Materials and MethodsStudy subjectsSubjects were recruited between May 1997 and July 1999 from 2,273 women approached during prenatal visits at one of three clinics of the Mexican Institute of Social Security (IMSS) in Mexico City.
11219	Environ. Health Perspect		2000	PMC1665421	A total of 280 already pregnant women were recruited; 182 women with a negative pregnancy test declared an intention to become pregnant in the near future and were also recruited.
11220	J Transl Med		2003	PMC2697137	
11221	BMC Res Notes		1999	PMC3072331	
11222	BMC Cancer		2002	PMC1483895	
11223	ancac3		2005	PMC3143710	
11224	Nutr Metab (Lond)		1987	PMC1564401	
11225	mmi		1995	PMC2440561	
11226	BMC Bioinformatics		2008	PMC2823708	
11227	BMC Public Health		1974	PMC1351198	
11228	Int J Nanomedicine		2008	PMC3152472	
11229	Adv Appl Bioinforma Chem	Digital Signal Processing Group, Institute of Cybernetics, Mathematics and Physics (ICIMAF), La Habana, Cuba	2003	PMC3169934	
11230	Reprod Biol Endocrinol		2009	PMC2954883	Moreover, when age was reported as the proportion of women > 35 years, we used aage = 1.5 in using the difference of the proportions.
11231	Reprod Biol Endocrinol		2009	PMC2954883	Moreover, when age was reported as the proportion of women > 35 years, aage = 0.5 was used for the difference of the proportions.
11232	UPS		1989	PMC3039757	
11233	MV		1981	PMC3144728	
11234	Nature		1998	PMC2785853	
11235	Br J Cancer		1999	PMC3031884	
11236	Br J Cancer		1996	PMC2377057	
11237	plosone	University of Texas MD Anderson Cancer Center, United States of America	1998	PMC2752166	
11238	Intensive Care Med		2008	PMC2712617	
11239	J. Exp. Med	 	1998	PMC2195627	
11240	plosone	Deutsches Krebsforschungszentrum, Germany	2003	PMC2909215	
11241	IJRI		2000	PMC2963756	
11242	BMC Genomics		2007	PMC2490708	
11243	Br J Cancer		1984	PMC2391123	
11244	Lipids Health Dis		2004	PMC2954911	
11245	J Neuroengineering Rehabil		1984	PMC2000468	
11246	Environ. Health Perspect		2002	PMC3080941	
11247	Nutr J		2010	PMC3114718	Materials and methodsBlood samplesBlood samples (100 mL) were obtained from 5 healthy, male, Caucasian volunteers of age ranging from 22 to 37 years, weight ranging from 72.1-98.1 kg (mean weight 84.86 ± 11.3 kg) and height ranging from 165-190 cm (mean height 179.5 ± 8.6 cm).
11248	MV		1995	PMC2263009	Some sections were counterstained with hematoxylin to visualize the nucleus.Retinal specimens from a 46 year old female donor became available (University of Regensburg, Germany) within 1 h after enucleation due to severe herpes simplex keratitis.
11249	Trials		2008	PMC2723099	
11250	plosone	L'université Pierre et Marie Curie, France	2002	PMC2706997	
11251	BMC Genomics		1990	PMC1260019	
11252	plosone	Ludwig-Maximilians-Universität München, Germany	1998	PMC3020950	
11253	J Transl Med		2004	PMC1697826	
11254	Nutr Metab (Lond)		2002	PMC3038890	Materials and methodsSubjectsThe study included 78 Japanese outpatients with abdominal obesity (waist circumference, >85 cm for men and >90 cm for women) who consulted for medical care in the Metabolic Syndrome Clinic, Department of Cardioangiology, Kitasato University Hospital.
11255	Leukemia		2007	PMC3001162	
11256	Br J Cancer		2008	PMC2607231	
11257	BMC Bioinformatics		1975	PMC1618409	
11258	Virol J		1988	PMC524034	
11259	BMC Biotechnol		2000	PMC2254390	
11260	plosone	National Cancer Institute, United States of America	2008	PMC3053398	
11261	Mol Neurodegener		2004	PMC2538519	
11262	BMC Neurol		2010	PMC3126706	
11263	Neuropsychiatric Disease and Treatment	Brain Repair Group, School of Biosciences, Cardiff University, CF10 3US, UK	2001	PMC2626922	
11264	nar	Division of Biological Inorganic Chemistry, Key Laboratory of Rare Earth Chemistry and Physics, Changchun Institute of Applied Chemistry, Graduate School of the Chinese Academy of Sciences, Chinese Academy of Sciences, Changchun, Jilin 130022, China	2007	PMC2553577	
11265	BMC Health Serv Res		2005	PMC2910698	As of the end of 2009, females comprised 39% of all registered physicians [22].Study siteThe study was conducted in the densely populated district of Lahore (4681 persons/km2) in Pakistan [25].
11266	BMC Res Notes		2007	PMC2713256	
11267	Spinal Cord		1999	PMC3021654	
11268	Br J Cancer		2003	PMC2778525	
11269	plosone	Claremont Colleges, United States of America	1978	PMC2984436	
11270	plosone	Istituto Nazionale Tumori, Italy	2008	PMC2634969	
11271	Arch Orthop Trauma Surg		2009	PMC3078515	
11272	nar		2004	PMC1933150	
11273	Oncogene		2005	PMC2763377	
11274	BMC Struct Biol		1994	PMC2755476	
11275	Hum Resour Health		2001	PMC2672919	
11276	Nucleic Acids Research		2003	PMC1538778	
11277	bmj		2005	PMC2605616	
11278	plosone	University of Texas Southwestern Medical Center at Dallas, United States of America	1998	PMC3123298	
11279	BMC Cancer		2004	PMC2767356	
11280	jcb		2004	PMC2582889	
11281	JKMS	Department of Ophthalmology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea.	2000	PMC2719208	
11282	Cell Death Dis		2006	PMC3032312	
11283	plospath	Baylor College of Medicine, United States of America	1992	PMC3136449	
11284	BMC Complement Altern Med		1996	PMC1884175	
11285	BMC Public Health		2001	PMC2987399	
11286	plosone	Institut Pasteur, France	2010	PMC3158090	
11287	plosone	Karolinska Institutet, Sweden	2006	PMC2684647	
11288	plosone	Institut de Génomique Fonctionnelle de Lyon, France	2005	PMC3126805	
11289	Cell Mol Life Sci	Cell Biology, Genzyme Corporation, 5 Mountain Road, Framingham, MA 01701-9322 USA 	1996	PMC2775119	
11290	Indian Journal of Ophthalmology	Dr. Rajendra Prasad Centre for Ophthalmic Sciences (GVM,NJ,PV), Centre for Community Medicine (SKG), All India Institute of Medical Sciences, New Delhi, India; Orbis International (GVR), A-8, Institutional Area, Karkardooma, Delhi, India	2003	PMC2612972	
11291	BMC Cancer		1994	PMC2861033	
11292	BMC Emerg Med		2003	PMC3112102	
11293	plosone	Massachusetts General Hospital, United States of America	2010	PMC3012708	
11294	plosone	Baylor College of Medicine, United States of America	2009	PMC2917354	
11295	Clinical Interventions in Aging		2003	PMC2682389	
11296	plosone	The University of Western Ontario, Canada	1993	PMC2954155	The study was approved by the Capital Health Research Ethics Board (Halifax, Nova Scotia).ParticipantsTwelve participants (7 male, 5 female; mean age  = 25) were recruited from the local university community by word of mouth.
11297	BMC Genomics		2000	PMC2674463	
11298	BMC Bioinformatics		1977	PMC2679404	
11299	plosone	Karolinska Institutet, Sweden	1970	PMC2811733	
11300	jcmm		2007	PMC2976812	
11301	Mol Cancer		2006	PMC2117021	
11302	J. Cell Biol	 	1999	PMC2175115	
11303	Bioinformation		2005	PMC2639687	
11304	BMC Gastroenterol		1998	PMC103665	
11305	BOE		1995	PMC3130572	
11306	ECAM		1995	PMC2952318	
11307	BMC Bioinformatics		2009	PMC3098054	
11308	BMC Pediatr		2002	PMC1876228	
11309	BMC Struct Biol		1997	PMC1079890	
11310	plosone	Dresden University of Technology, Germany	1997	PMC2614347	
11311	J Transl Med		2001	PMC1858682	
11312	BMC Biotechnol		2008	PMC2748071	
11313	plosone	Université Pierre et Marie Curie, France	1966	PMC2996295	
11314	Br J Cancer		1999	PMC2360394	
11315	J Neuroeng Rehabil		2007	PMC2946295	
11316	Nucleic Acids Research		2004	PMC1160168	
11317	Respir Res		2004	PMC1185567	
11318	Aust New Zealand Health Policy		2001	PMC2745419	
11319	J. Exp. Med	 	1998	PMC2195607	
11320	MV		1999	PMC2633467	
11321	spjop		2005	PMC3122379	
11322	Dyn Med		1986	PMC1079909	
11323	plosone	Cornell University, United States of America	2008	PMC2975631	Ten ELBW infants (3 males/7 females) were randomly selected for comparison of semi-automated with manual segmentation; their median (95% CL) gestational age was 27 (23–29) weeks, birth weight was 777.5 (530.0–949.0) grams, and PMA at MRI scan was 38.1 (36.4–40.1) weeks.
11324	J. Exp. Med	 	1987	PMC2118547	
11325	J Hematol Oncol		1998	PMC2613393	
11326	nar		2000	PMC2699504	
11327	J. Exp. Med	 	1998	PMC2193921	
11328	101238455		2010	PMC2905567	
11329	MI	Department of Microbiology, Faculty of Science, Prince of Songkla University, Hat Yai, Songkla 90112, Thailand	1998	PMC1592584	
11330	plospath	University of California San Francisco, United States of America	1998	PMC1894823	
11331	Environ. Health Perspect		2004	PMC2721872	For both tests, the operator was blind to the treatment group.F1 mating and fertility end pointsOn PND80, six males per group were selected for mating with new unexposed acclimatized females (Harlan France Sarl); each male was housed with one female for 4 days.
11332	BMC Complement Altern Med		2001	PMC156889	
11333	plospath	Northwestern University Feinberg School of Medicine, United States of America	2005	PMC2669886	
11334	Mol Cancer		1982	PMC3002926	
11335	plosone	Virginia Commonwealth University, United States of America	2010	PMC3143163	
11336	tra		2007	PMC3039242	
11337	MV		2003	PMC2563027	
11338	Clinics (Sao Paulo)		2003	PMC2671975	
11339	Crit Care		2007	PMC2481476	
11340	BMC Public Health		1995	PMC1769488	
11341	BMC Health Serv Res		1991	PMC2628895	
11342	plosone	Ordway Research Institute, United States of America	2005	PMC2637419	
11343	BMC Cancer		2003	PMC1794416	MethodsSnap frozen tissue samples were obtained for immunoblot analysis from 17 patients undergoing resections for gastric tumors (3 MALT and 14 adenocarcinomas from 5 female and 12 male patients; average age: 62).
11344	J. Cell Biol	 	1996	PMC2174846	
11345	BMC Cancer		2005	PMC2755482	This cell line was originally derived from a well-differentiated adenocarcinoma of a 39 year-old woman and characterised as containing ER and PR [34].
11346	J. Exp. Med	 	1997	PMC2195749	
11347	plosone	National Institutes of Health, United States of America	2007	PMC2064872	
11348	nar		2001	PMC3125752	
11349	BMC Dermatol		1998	PMC2675515	
11350	nar	Department of Biological Chemistry, The Weizmann Institute of Science, Rehovot 76100, Israel	1997	PMC2715227	
11351	Br J Cancer		1984	PMC2361516	
11352	Proteome Sci		2000	PMC2266735	
11353	BMC Public Health		1999	PMC3119163	
11354	Clinics (Sao Paulo)		2010	PMC3093794	
11355	J. Gen. Physiol	 	1998	PMC2217349	
11356	BMC Genomics		2005	PMC2174485	
11357	JBB		2007	PMC2753779	
11358	JHPN		1984	PMC3131126	
11359	Retrovirology		2009	PMC3017029	
11360	Reprod Biol Endocrinol		2007	PMC2832785	
11361	jcb	 	1993	PMC2064114	
11362	J. Cell Biol	 	1996	PMC2173989	
11363	BMC Gastroenterol		2006	PMC2894746	Therefore, the final study population was 4122 individuals (2367 men and 1755 women; mean age, 49.6 ± 11.7 years).Anthrometric index and laboratory testsTrained staff measured height, waist and hip circumference (measured to the nearest 0.1 cm) and weight (measured to the nearest 0.1 kg).
11364	J. Gen. Physiol	From the	1996	PMC2217122	
11365	JKMS	Division of Endocrinology and Metabolism, Department of Internal Medicine, Yonsei University College of Medicine, Yongdong Severance Hospital, Seoul, Korea.	2006	PMC2526434	Logistic regression, which had been adjusted for age, was used to evaluate risk factors of fatty liver in male and female type 2 diabetes mellitus patients.
11366	Histochem Cell Biol		1997	PMC2852594	
11367	ECAM	Faculty of Law, The University of British Columbia, Vancouver, BC, Canada V6T 1Z4	2002	PMC2952302	
11368	Trials		2001	PMC2972263	
11369	J. Gen. Physiol	Department of Physiology and Neurobiology, University of Connecticut, Storrs, CT 06269	2001	PMC2217329	
11370	BMC Bioinformatics		2005	PMC1855352	
11371	BMC Cancer		2002	PMC2727533	
11372	BMC Genet		2004	PMC1888712	
11373	plosone	University Paris Diderot-Paris 7, France	2009	PMC3144920	
11374	BMC Immunol		2009	PMC3022599	
11375	Thromb J		1994	PMC1087887	
11376	nar		2006	PMC2715235	
11377	jca	The Center for Environmental Medicine, Department of Environmental and Radiological Health Sciences, College of Veterinary Medicine and Biomedical Sciences, Colorado State University, Fort Collins, CO 80523, USA	1991	PMC3088864	
